name,image,human,male,female,dead,less than 40 years old,more than 70 years old,hindu,Muslim,married,divorced,youtuber,in movie,inventor,singer,rapper,indian,punjabi music industry,from United States,from United Kingdom,from australia,from south africa,from sri lanka,from west indies,from new zealand,from Afghanistan,from pakistan,political Figure,sportsman,fashion industry,comedian,social media influencer,mathematics inventor,physics inventor,item songs,current president,former president,current Prime Minister,former Prime Minister,current Chief Minister,former Chief Minister,current Minister,former Minister,Home Minister,Foreign Minister,a monk,from Bhartiya Janta Party,from Indian National Congress,Defense Minister,Finance Minister,Minister for Road Transport & Highways, Minister of External Affairs of India,involved in Fodder Scam,from Bihar,plays football,plays cricket,a wrestler,a boxer,plays badminton,a hockey player,a track and field sprinter,play javelin,a sport shooter,play billiards and snooker,a basketball player,plays chess,an Indian industrialist,an astronaut,belongs to reliance industry,working in Bollywood,working in Tollywood,working in Hollywood,married to known personality,a commedian,belongs to 4Khans of bollywood,belongs to Bachchan family,belongs to kapoor family,belongs to Jaat/Jatt family,"known as the ""King of Bollywood""","referred as ""Bhai"" in the film industry",known as the Khiladi of Bollywood,having good dancing skills,called the 'perfectionist' of Bollywood,known for versatile acting skills & intense performance,related to Dream Girl,"known as ""Shehenshah"" of Bollywood",part of Pataudi family,current MP,"worked in ""Phir Hera Pheri""","worked in ""Animal""","worked in ""Dhoom sequel""","worked in ""Student of the year""","worked in ""Tamasha""","worked in ""Brahmastra""","worked in ""Race sequel""","played role of ""Nayak""","worked in ""Jannat 2""",of 'serial kisser' image,"worked in ""gangs of wasseypur""","worked in ""M.S. Dhoni movie""","worked in ""Badlapur""","worked in ""Mirzapur""","worked in ""Bareilly Ki Barfi""","worked in ""Housefull Sequel""","worked in ""Singham sequel""","worked in ""Ashiqui 2""","worked in ""Padmavat""","Worked in ""Fukrey","worked in ""Leo""","worked in ""Pushpa""","worked in ""Bahubali","worked in ""RRR""","worked in ""Jawan""","worked in ""Lust Stories sequel""","worked in ""3 idiots""","worked in ""Don Sequel""","worked in ""tanu weds manu""","worked in ""Andhadhun""","worked in ""Heyy Babyy","worked in""Sanju""","worked in ""Kalank""","worked in ""Naam Shabana""","Zindagi na milegi dobara""","from ""Aquaman""","from ""Fifty Shades of Grey""","from ""Harry Potter""","from ""Batman v Superman""","from ""Secret Invasion""","from ""Captain America""","from ""Oppenheimer"" movie","from ""Spider-man""","from ""Avengers"" movie","from ""Mission Impossible"" movie","from ""guardians of the galaxy"" movie","from ""Jumanji"" movie","from ""After"" movie",from famous comedy drama,"from ""Fast and Furious""","from ""Terminator""","""professional bodybuilder""","from ""Pirates of the Caribbean""","from ""Expend4bles""","from ""Titanic""","from ""Mr. & Mrs. smith""","from ""The Social Network""","from ""Fifty Shades""",all rounder,right-handed batsman,left-handed batsman,wicket-keeper,slow left arm orthodox(bowling style),the captain of a team in men's T20Is,the captain of a team in Test Match,the captain of a team in ODI,legbreak(bowling style),left arm wrist spin(bowling style),left arm fast medium(bowling style),left arm fast(bowling style),right arm fast medium(bowling style),right-arm fast(bowling style),legbreak googly(bowling style),right-arm off break(bowling style),bowler,left-arm medium-fast bowler(bowling style),right arm medium(bowling style),associated with bollywood music,known for Soulful/Romantic Songs,associated with Qawwali music,involved in composing music for films,"considered the ""Nightingale of India""",still active in the music industry,Numerous hit songs in the 1990s and early 2000s.,Dominated the playback singing scene in the 1990s.,Known for his folk and Punjabi music.,"has sung song ""Kal Ho Naa Ho""",Has sung in multiple languages,awarded multiple Oscars,Part of the Shankar-Ehsaan-Loy trio,Soulful Sufi and folk-inspired singer.,Iconic in the indie and pop music scene.,known for his contributions to ghazal music,Popular for traditional Gujarati folk music.,Young and talented playback singer.,Popular for his independent music releases.,Ghazal maestro known for his soulful and poignant renditions.,Known for his nasal singing style,Popular for his upbeat and party numbers,Popular for his contributions to both Bollywood and Pakistani music.,"worked in ""Carry on Jatta"" movie","worked in ""Jatt & Juliet"" movie",Punjabi singer known for his folk and Bhangra music.,among the biggest artist in Punjabi music industry,"amazing acting in movies like ‘Angrez’, ‘Lahoriye’",often associated with lyricist Jaani,"made his singing with song ""Main Ni Peenda""",also known as Geetan Di Machine,killed in assassination,one of the best live stage performers,"gained popularity with ""Ashiqui ch Loan"" song","gained widespread fame with song ""Temporary Pyar""",often seen wearing a turban,known for his distinct beard and hairstyle,"came into the spotlight after singing ""Desi Da Drum"" song",primarily associated with Bhangra,known for his soulful and Sufi-style singing,"referred to as the ""Punjabi folk legend""","best known for the song ""Clutch Baliye""",known for blending Punjabi and British music styles,"known for singles ""Old Skool""","started his career with the popular song ""Yaar Anmulle""","gained fame from ""Hath Chumme"" song","gained fame from ""Laden"" song","gained fame from ""Ram Ram"" song","gained fame from ""Prada"" song","gained fame from ""Jatt life"" song",sings Punjabi folk and Sufi music,"gained widespread recognition with song ""DJ Waley Babu""",ever taken a hiatus from the music industry and later made a comeback,"known for hits like ""High Rated Gabru""",involved in controversy with famous punjabi singer death,also a successful music video director,"renowned for his rapid-fire, intricate rhymes and storytelling in rap",Successful transition from a teen pop idol to a mature artist.,"multi-genre artist with roots in R&B, hip-hop, and world music",acoustic pop and folk-inspired singer-songwriter,country-pop-turned-pop sensation,versatile rapper and singer with a wide range of influences.,with unique voice with distinctive belly-dancing style,"having hit album ""Teenage Dream""",reggae legend known for his political and spiritual messages,"multifaceted entertainer, singer, and actress",with unique and humorous lyrical content,related to disney star,"gain international fame with hit song ""Despacito""",from the boy band One Direction,"reognised fame from hit single ""Let Her Go""",gained fame as a songwriter,legendary rapper and actor,the first female artist to win Best New Artist and Best Pop Vocal Album in the same year,"achieve mainstream success with his album ""Beauty Behind the Madness""","featured hit singles like ""Bad Guy"" ,""Bury a Friend"""
Priyanka Chopra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRT_caXs7T-pJW6O7svARPMKCrTQ5O1ZpGJ2g&usqp=CAU,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CV Raman,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRoJqjtp64EkLjrSxRLjY9uddgu-nKLyabYQ&usqp=CAU,TRUE,TRUE,FALSE,TRUE,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janaki Ammal,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTfouTFi3oXsoyzlx-NOwebpzLD5CpG6NPkTw&usqp=CAU,TRUE,TRUE,TRUE,TRUE,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Newton,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdL3qo0JUPuGzxVj4rw5L-edaLgMRmBrhzQ&usqp=CAU,TRUE,TRUE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie Curie,https://www.mariecurie.org.uk/globalassets/media/images/who-we-are/our-history/marie-curie-scientist.png,TRUE,FALSE,TRUE,TRUE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carry Minati (Ajey Nagar),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSibNRnJDsqTmF8ycZxL_qZo93cSHpyysTfkg&usqp=CAU,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mostly Sane (Prajakta Koli),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEgPprCIiDxDvjjhhIysliT77GTqr-D_W0Zg&usqp=CAU,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PewDiePie,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQyb5MzMeAKYlidMYkd3aOefQFqiCfbhNz37A&usqp=CAU,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JENNA MARBLES,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTov7auCNgauEjoKev1EVvWSATzD1OjTPMSJQ&usqp=CAU,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mogli,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRFNrh3jNjJidupMMO0mTQOSD-3yvmXtj9hQ&usqp=CAU,FALSE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
